Time,Bids,Asks
1615755610,"[['60275.78', '2.16713186', 5], ['60275.77', '0.02633461', 1], ['60275.01', '0.001', 1], ['60275', '0.34810343', 1], ['60274.99', '0.33188412', 1], ['60274.95', '0.015', 1], ['60273.64', '0.015', 1], ['60273.53', '0.33191816', 1], ['60273.37', '0.015', 1], ['60270.78', '0.0823885', 1], ['60270.77', '0.33190118', 1], ['60269.15', '0.11950249', 1], ['60268.38', '1.11704', 1], ['60264.69', '0.08371025', 1], ['60264.68', '0.02022278', 1], ['60260.31', '0.33073584', 1], ['60259.85', '0.02', 1], ['60257.27', '0.49782617', 1], ['60255.22', '0.00019591', 1], ['60254.13', '0.3174', 1], ['60253.7', '0.0384', 1], ['60251.3', '0.0877212', 1], ['60249.4', '0.12986509', 1], ['60249.06', '0.415', 1], ['60249', '0.004', 1], ['60248.3', '0.19951148', 1], ['60245.99', '0.61083916', 1], ['60245.98', '0.7422655', 1], ['60245.97', '0.17948454', 1], ['60241.46', '0.25973017', 1], ['60241.15', '0.0404', 1], ['60240.79', '0.98', 1], ['60238.47', '1.1', 1], ['60238.09', '0.04', 1], ['60237.12', '0.2', 1], ['60237.09', '0.82978251', 1], ['60235.9', '0.049', 1], ['60234.92', '0.03462275', 1], ['60234.77', '0.5', 1], ['60234.27', '0.00865569', 1], ['60227.37', '0.3865', 1], ['60225.01', '1.65956501', 1], ['60223.66', '0.33208927', 1], ['60223.57', '0.048', 1], ['60222', '0.025', 1], ['60220.66', '1.021', 1], ['60219.71', '0.3083', 1], ['60219.52', '0.4763', 1], ['60218.36', '0.01011139', 1], ['60217.3', '0.0388', 1]]","[['60275.79', '0.09437191', 2], ['60275.8', '0.0092', 1], ['60277.58', '0.00939354', 1], ['60281.39', '0.26', 1], ['60285.68', '0.33175985', 1], ['60287.51', '0.00367575', 1], ['60288.53', '0.00144057', 1], ['60289.35', '0.048', 1], ['60294.65', '0.56349499', 1], ['60294.66', '0.78378105', 1], ['60294.97', '0.015', 1], ['60295.55', '0.33187843', 1], ['60295.96', '0.03413131', 1], ['60296.26', '0.015', 1], ['60298.93', '0.33189285', 1], ['60303.04', '0.0837081', 1], ['60303.05', '0.98', 1], ['60303.06', '0.98', 1], ['60304.99', '0.98', 1], ['60305', '1.029', 2], ['60307.08', '0.06', 1], ['60307.61', '0.33187843', 1], ['60308.7', '0.02', 1], ['60309.09', '0.014', 1], ['60310', '0.01', 1], ['60311.29', '0.98', 1], ['60311.3', '0.00290903', 1], ['60311.31', '1.08', 2], ['60313.4', '0.0108407', 1], ['60314.36', '0.49785176', 1], ['60314.96', '0.617', 1], ['60315.86', '0.0470908', 1], ['60317.69', '0.638', 1], ['60318.06', '0.048', 1], ['60319.42', '0.00214808', 1], ['60319.99', '0.00123776', 1], ['60322.18', '0.001038', 1], ['60322.83', '0.0404', 1], ['60323.94', '0.5', 1], ['60324', '0.07604808', 1], ['60324.4', '0.00079807', 1], ['60324.64', '0.00159876', 1], ['60324.8', '0.82979725', 1], ['60326.64', '0.00178767', 1], ['60326.91', '0.00105207', 1], ['60327.01', '0.0048', 1], ['60327.03', '0.005', 1], ['60328.19', '0.00865569', 1], ['60328.8', '0.0001', 1], ['60330.18', '0.048', 1]]"
1615755620,"[['60275.78', '2.16713186', 5], ['60275.77', '0.02633461', 1], ['60275.01', '0.001', 1], ['60275', '0.34810343', 1], ['60274.99', '0.33188412', 1], ['60274.95', '0.015', 1], ['60273.64', '0.015', 1], ['60273.53', '0.33191816', 1], ['60273.37', '0.015', 1], ['60270.78', '0.0823885', 1], ['60270.77', '0.33190118', 1], ['60269.15', '0.11950249', 1], ['60268.38', '1.11704', 1], ['60264.69', '0.08371025', 1], ['60264.68', '0.02022278', 1], ['60260.31', '0.33073584', 1], ['60259.85', '0.02', 1], ['60257.27', '0.49782617', 1], ['60255.22', '0.00019591', 1], ['60254.13', '0.3174', 1], ['60253.7', '0.0384', 1], ['60251.3', '0.0877212', 1], ['60249.4', '0.12986509', 1], ['60249.06', '0.415', 1], ['60249', '0.004', 1], ['60248.3', '0.19951148', 1], ['60245.99', '0.61083916', 1], ['60245.98', '0.7422655', 1], ['60245.97', '0.17948454', 1], ['60241.46', '0.25973017', 1], ['60241.15', '0.0404', 1], ['60240.79', '0.98', 1], ['60238.47', '1.1', 1], ['60238.09', '0.04', 1], ['60237.12', '0.2', 1], ['60237.09', '0.82978251', 1], ['60235.9', '0.049', 1], ['60234.92', '0.03462275', 1], ['60234.77', '0.5', 1], ['60234.27', '0.00865569', 1], ['60227.37', '0.3865', 1], ['60225.01', '1.65956501', 1], ['60223.66', '0.33208927', 1], ['60223.57', '0.048', 1], ['60222', '0.025', 1], ['60220.66', '1.021', 1], ['60219.71', '0.3083', 1], ['60219.52', '0.4763', 1], ['60218.36', '0.01011139', 1], ['60217.3', '0.0388', 1]]","[['60275.79', '0.09437191', 2], ['60275.8', '0.0092', 1], ['60277.58', '0.00939354', 1], ['60281.39', '0.26', 1], ['60285.68', '0.33175985', 1], ['60287.51', '0.00367575', 1], ['60288.53', '0.00144057', 1], ['60289.35', '0.048', 1], ['60294.65', '0.56349499', 1], ['60294.66', '0.78378105', 1], ['60294.97', '0.015', 1], ['60295.55', '0.33187843', 1], ['60295.96', '0.03413131', 1], ['60296.26', '0.015', 1], ['60298.93', '0.33189285', 1], ['60303.04', '0.0837081', 1], ['60303.05', '0.98', 1], ['60303.06', '0.98', 1], ['60304.99', '0.98', 1], ['60305', '1.029', 2], ['60307.08', '0.06', 1], ['60307.61', '0.33187843', 1], ['60308.7', '0.02', 1], ['60309.09', '0.014', 1], ['60310', '0.01', 1], ['60311.29', '0.98', 1], ['60311.3', '0.00290903', 1], ['60311.31', '1.08', 2], ['60313.4', '0.0108407', 1], ['60314.36', '0.49785176', 1], ['60314.96', '0.617', 1], ['60315.86', '0.0470908', 1], ['60317.69', '0.638', 1], ['60318.06', '0.048', 1], ['60319.42', '0.00214808', 1], ['60319.99', '0.00123776', 1], ['60322.18', '0.001038', 1], ['60322.83', '0.0404', 1], ['60323.94', '0.5', 1], ['60324', '0.07604808', 1], ['60324.4', '0.00079807', 1], ['60324.64', '0.00159876', 1], ['60324.8', '0.82979725', 1], ['60326.64', '0.00178767', 1], ['60326.91', '0.00105207', 1], ['60327.01', '0.0048', 1], ['60327.03', '0.005', 1], ['60328.19', '0.00865569', 1], ['60328.8', '0.0001', 1], ['60330.18', '0.048', 1]]"
1615755630,"[['60333.55', '1.4554985', 7], ['60333.54', '0.0823885', 1], ['60333.34', '0.5', 1], ['60332.73', '0.015', 1], ['60331.93', '0.015', 1], ['60331.13', '0.015', 1], ['60329.43', '0.33158996', 1], ['60326.87', '0.02', 1], ['60325.99', '0.3316067', 1], ['60319.4', '0.98', 1], ['60317.98', '0.08440658', 1], ['60317.97', '0.33171345', 1], ['60317.43', '0.98', 1], ['60317.06', '0.1', 1], ['60314.78', '0.429', 1], ['60312.19', '0.78335751', 1], ['60310.5', '0.98', 1], ['60308.98', '0.0404', 1], ['60306.5', '0.5', 1], ['60305.62', '0.4451', 1], ['60304.46', '0.3717', 1], ['60303.99', '0.22510313', 1], ['60302.74', '0.22304814', 1], ['60298.79', '0.49744351', 1], ['60297.24', '0.98', 1], ['60297.16', '0.12974684', 1], ['60293.61', '0.0384', 1], ['60291.63', '0.98', 1], ['60291.51', '0.25949369', 1], ['60290.99', '0.82919922', 1], ['60287.39', '0.33173671', 1], ['60287.02', '0.9862', 1], ['60286.65', '0.048', 1], ['60285.17', '0.00264007', 1], ['60280.89', '0.0404', 1], ['60280.63', '2.376', 1], ['60278.98', '1.1', 1], ['60278.88', '1.65839843', 1], ['60278.64', '0.3307', 1], ['60275.79', '0.98', 1], ['60275.78', '0.98', 1], ['60275.77', '0.01014931', 1], ['60275.01', '0.001', 1], ['60274.26', '0.01', 1], ['60272.98', '0.04', 1], ['60271.19', '0.049', 1], ['60269.15', '0.11950249', 1], ['60268.38', '1.11704', 1], ['60264.68', '0.02022278', 1], ['60260.79', '0.009', 1]]","[['60333.56', '0.43508467', 2], ['60333.57', '0.0085', 1], ['60335.35', '0.01666654', 1], ['60335.7', '0.00161196', 1], ['60335.76', '0.00473746', 3], ['60335.77', '0.00553377', 1], ['60338.88', '0.0001', 1], ['60340.07', '0.005', 1], ['60340.84', '0.0034', 1], ['60342.15', '0.049', 1], ['60342.26', '0.05820407', 2], ['60343.01', '0.005', 1], ['60345.89', '0.3995', 1], ['60348.96', '0.0001', 1], ['60353.04', '0.08440891', 1], ['60353.05', '0.05', 1], ['60353.23', '0.005575', 1], ['60353.32', '0.005', 1], ['60354.27', '0.0010516', 1], ['60355.3', '0.64225393', 1], ['60355.31', '0.00427531', 2], ['60355.32', '0.0076769', 2], ['60355.33', '0.33159383', 1], ['60356.97', '0.00467265', 1], ['60357.3', '0.33136769', 1], ['60357.94', '0.0082853', 1], ['60359.04', '0.0001', 1], ['60360.3', '0.12757784', 1], ['60360.56', '0.00105155', 1], ['60362.02', '0.33162529', 1], ['60363.47', '0.1', 1], ['60364.06', '0.79823014', 1], ['60364.12', '0.005', 1], ['60364.41', '0.000122', 1], ['60364.8', '0.00083332', 1], ['60364.81', '0.00014005', 1], ['60364.82', '0.00116566', 1], ['60364.83', '0.00148067', 1], ['60364.84', '0.00083608', 1], ['60364.85', '0.00088343', 1], ['60364.86', '0.00123345', 1], ['60364.87', '0.00066845', 1], ['60364.88', '0.00050246', 1], ['60364.89', '0.00149819', 1], ['60367.74', '0.33158996', 1], ['60369.12', '0.0001', 1], ['60370.92', '0.0448', 1], ['60370.94', '0.616', 1], ['60370.99', '4.58248244', 1], ['60371.01', '0.0021276', 1]]"
1615755640,"[['60333.55', '1.4554985', 7], ['60333.54', '0.0823885', 1], ['60333.34', '0.5', 1], ['60332.73', '0.015', 1], ['60331.93', '0.015', 1], ['60331.13', '0.015', 1], ['60329.43', '0.33158996', 1], ['60326.87', '0.02', 1], ['60325.99', '0.3316067', 1], ['60319.4', '0.98', 1], ['60317.98', '0.08440658', 1], ['60317.97', '0.33171345', 1], ['60317.43', '0.98', 1], ['60317.06', '0.1', 1], ['60314.78', '0.429', 1], ['60312.19', '0.78335751', 1], ['60310.5', '0.98', 1], ['60308.98', '0.0404', 1], ['60306.5', '0.5', 1], ['60305.62', '0.4451', 1], ['60304.46', '0.3717', 1], ['60303.99', '0.22510313', 1], ['60302.74', '0.22304814', 1], ['60298.79', '0.49744351', 1], ['60297.24', '0.98', 1], ['60297.16', '0.12974684', 1], ['60293.61', '0.0384', 1], ['60291.63', '0.98', 1], ['60291.51', '0.25949369', 1], ['60290.99', '0.82919922', 1], ['60287.39', '0.33173671', 1], ['60287.02', '0.9862', 1], ['60286.65', '0.048', 1], ['60285.17', '0.00264007', 1], ['60280.89', '0.0404', 1], ['60280.63', '2.376', 1], ['60278.98', '1.1', 1], ['60278.88', '1.65839843', 1], ['60278.64', '0.3307', 1], ['60275.79', '0.98', 1], ['60275.78', '0.98', 1], ['60275.77', '0.01014931', 1], ['60275.01', '0.001', 1], ['60274.26', '0.01', 1], ['60272.98', '0.04', 1], ['60271.19', '0.049', 1], ['60269.15', '0.11950249', 1], ['60268.38', '1.11704', 1], ['60264.68', '0.02022278', 1], ['60260.79', '0.009', 1]]","[['60333.56', '0.43508467', 2], ['60333.57', '0.0085', 1], ['60335.35', '0.01666654', 1], ['60335.7', '0.00161196', 1], ['60335.76', '0.00473746', 3], ['60335.77', '0.00553377', 1], ['60338.88', '0.0001', 1], ['60340.07', '0.005', 1], ['60340.84', '0.0034', 1], ['60342.15', '0.049', 1], ['60342.26', '0.05820407', 2], ['60343.01', '0.005', 1], ['60345.89', '0.3995', 1], ['60348.96', '0.0001', 1], ['60353.04', '0.08440891', 1], ['60353.05', '0.05', 1], ['60353.23', '0.005575', 1], ['60353.32', '0.005', 1], ['60354.27', '0.0010516', 1], ['60355.3', '0.64225393', 1], ['60355.31', '0.00427531', 2], ['60355.32', '0.0076769', 2], ['60355.33', '0.33159383', 1], ['60356.97', '0.00467265', 1], ['60357.3', '0.33136769', 1], ['60357.94', '0.0082853', 1], ['60359.04', '0.0001', 1], ['60360.3', '0.12757784', 1], ['60360.56', '0.00105155', 1], ['60362.02', '0.33162529', 1], ['60363.47', '0.1', 1], ['60364.06', '0.79823014', 1], ['60364.12', '0.005', 1], ['60364.41', '0.000122', 1], ['60364.8', '0.00083332', 1], ['60364.81', '0.00014005', 1], ['60364.82', '0.00116566', 1], ['60364.83', '0.00148067', 1], ['60364.84', '0.00083608', 1], ['60364.85', '0.00088343', 1], ['60364.86', '0.00123345', 1], ['60364.87', '0.00066845', 1], ['60364.88', '0.00050246', 1], ['60364.89', '0.00149819', 1], ['60367.74', '0.33158996', 1], ['60369.12', '0.0001', 1], ['60370.92', '0.0448', 1], ['60370.94', '0.616', 1], ['60370.99', '4.58248244', 1], ['60371.01', '0.0021276', 1]]"
1615755650,"[['60343', '0.04989036', 1], ['60342.99', '0.08791976', 2], ['60339.45', '0.53890616', 1], ['60339.44', '0.22', 1], ['60339.43', '0.5', 1], ['60339.14', '0.015', 1], ['60338.2', '0.015', 1], ['60337.39', '0.015', 1], ['60335.34', '0.43557341', 1], ['60333.34', '0.5', 1], ['60330.39', '0.33158484', 1], ['60329.85', '0.08439007', 1], ['60329.84', '0.4811', 1], ['60326.87', '0.02', 1], ['60326.43', '0.1', 1], ['60325.99', '0.3316067', 1], ['60323.69', '0.75691851', 1], ['60323.68', '0.26', 1], ['60320.98', '0.412', 1], ['60319.4', '0.98', 1], ['60317.43', '0.98', 1], ['60312.2', '0.66091307', 1], ['60310.5', '0.98', 1], ['60308.98', '0.0404', 1], ['60307.29', '0.12973908', 1], ['60306.5', '0.5', 1], ['60306.25', '0.49737726', 1], ['60305.62', '0.4451', 1], ['60303.99', '0.22510313', 1], ['60303.49', '0.25947815', 1], ['60302.74', '0.22304814', 1], ['60299.88', '0.04', 1], ['60298.79', '0.5093', 1], ['60297.24', '0.98', 1], ['60295.59', '0.4887', 1], ['60295.42', '0.331693', 1], ['60293.61', '0.0384', 1], ['60291.63', '0.98', 1], ['60290.99', '0.82919922', 1], ['60289.21', '0.00264007', 1], ['60287.02', '0.9862', 1], ['60286.65', '0.048', 1], ['60286.21', '0.2913', 1], ['60283.52', '2.376', 1], ['60280.89', '0.0404', 1], ['60278.98', '1.1', 1], ['60278.92', '0.0345941', 1], ['60278.88', '1.65839843', 1], ['60278.64', '0.3307', 1], ['60275.79', '0.98', 1]]","[['60343.23', '0.0081', 1], ['60343.24', '0.0561', 2], ['60348.96', '0.0001', 1], ['60352.53', '0.05820407', 2], ['60353.23', '0.005575', 1], ['60353.32', '0.005', 1], ['60354.27', '0.0010516', 1], ['60355.31', '0.00427531', 2], ['60355.32', '0.0076769', 2], ['60356.97', '0.00467265', 1], ['60357.92', '0.01466', 1], ['60357.94', '0.0082853', 1], ['60358.35', '0.33157398', 1], ['60359.04', '0.0001', 1], ['60360.56', '0.00105155', 1], ['60360.63', '0.33134892', 1], ['60361.96', '0.0475', 1], ['60362.01', '0.65828883', 1], ['60362.02', '0.33162529', 1], ['60364.06', '0.79823014', 1], ['60364.12', '0.005', 1], ['60364.41', '0.000122', 1], ['60364.8', '0.00083332', 1], ['60364.81', '0.00014005', 1], ['60364.82', '0.00116566', 1], ['60364.83', '0.00148067', 1], ['60364.84', '0.00083608', 1], ['60364.85', '0.00088343', 1], ['60364.86', '0.00123345', 1], ['60364.87', '0.00066845', 1], ['60364.88', '0.00050246', 1], ['60364.89', '0.00149819', 1], ['60366.06', '0.08438923', 1], ['60366.07', '0.049', 1], ['60366.23', '0.3315944', 1], ['60369.12', '0.0001', 1], ['60370.99', '4.58248244', 1], ['60371.01', '0.0021276', 1], ['60371.87', '0.00214533', 2], ['60374.55', '0.00767767', 2], ['60374.69', '0.00864899', 1], ['60375.4', '0.12977402', 1], ['60375.73', '0.005', 1], ['60376.19', '0.02', 1], ['60376.83', '0.00273082', 1], ['60377.34', '0.00467091', 1], ['60377.98', '1.243', 2], ['60378.03', '0.049', 1], ['60378.39', '0.03459595', 1], ['60378.51', '0.391', 1]]"
1615755660,"[['60351.76', '0.01466', 1], ['60351.44', '0.5', 1], ['60349.3', '0.18049014', 1], ['60348.68', '0.98', 1], ['60348.13', '0.015', 1], ['60346.91', '0.015', 1], ['60345.73', '0.015', 1], ['60343.24', '0.98', 1], ['60340.11', '0.62247625', 1], ['60340.09', '0.33157149', 1], ['60339.74', '0.1', 1], ['60337.93', '0.02', 1], ['60337.31', '0.75793929', 1], ['60337.3', '0.98', 1], ['60335.79', '0.22510313', 1], ['60335.34', '0.43557341', 1], ['60335.33', '0.01010578', 1], ['60333.56', '0.09827802', 2], ['60333.34', '0.5', 1], ['60333.21', '0.33153183', 1], ['60330.3', '0.384', 1], ['60330.28', '0.4336', 1], ['60326.82', '0.0877212', 1], ['60325.75', '0.5', 1], ['60325.6', '0.33152706', 1], ['60324.22', '0.49729774', 1], ['60322.68', '0.04', 1], ['60322.56', '0.12970514', 1], ['60321.28', '0.0408', 1], ['60319.54', '0.25941028', 1], ['60319.4', '0.98', 1], ['60317.43', '0.98', 1], ['60316.91', '1.1', 1], ['60313.26', '0.00829004', 1], ['60310.5', '0.98', 1], ['60308.98', '0.0404', 1], ['60308.37', '0.9893', 1], ['60305.62', '0.4451', 1], ['60303.87', '0.82892872', 1], ['60298.85', '0.00610781', 1], ['60298.79', '0.5093', 1], ['60297.24', '0.98', 1], ['60295.97', '0.049', 1], ['60295.59', '0.4887', 1], ['60293.61', '0.0384', 1], ['60292.81', '2.376', 1], ['60291.78', '1.65785744', 1], ['60291.63', '0.98', 1], ['60291.3', '0.03458604', 1], ['60289.07', '0.009', 1]]","[['60364.07', '0.02960694', 1], ['60364.08', '0.22', 1], ['60367', '0.98', 1], ['60367.63', '0.0079', 1], ['60367.64', '0.0079', 1], ['60369.25', '0.33151022', 1], ['60370.82', '0.0475', 1], ['60370.99', '3.51647999', 1], ['60371.01', '0.0021276', 1], ['60371.87', '0.00214533', 2], ['60372.74', '0.11', 1], ['60374.55', '0.00767767', 2], ['60375.73', '0.005', 1], ['60376.82', '0.08437509', 1], ['60376.83', '0.00273082', 1], ['60377.34', '0.00467091', 1], ['60377.43', '0.33154897', 1], ['60378.03', '0.049', 1], ['60378.26', '0.05', 1], ['60379.2', '0.0001', 1], ['60380.51', '0.005', 1], ['60381.51', '0.005', 1], ['60381.79', '0.33151022', 1], ['60383.32', '0.00414186', 1], ['60386.15', '0.01656009', 1], ['60386.16', '0.00212628', 1], ['60386.98', '1.236', 2], ['60387.03', '0.005', 1], ['60387.56', '0.02', 1], ['60389.22', '0.1', 1], ['60389.28', '0.0001', 1], ['60389.99', '0.048', 1], ['60390.37', '0.33118573', 1], ['60390.44', '0.0022', 1], ['60390.6', '0.41397171', 1], ['60391.28', '0.00786339', 3], ['60391.86', '0.431', 1], ['60392.45', '0.74679673', 1], ['60392.46', '0.49729774', 1], ['60392.76', '0.00105115', 1], ['60392.77', '0.00105119', 1], ['60393.02', '0.00214533', 1], ['60393.33', '0.00827', 1], ['60394.52', '0.82893494', 1], ['60394.97', '0.005', 1], ['60396.33', '0.01', 1], ['60396.48', '0.005', 1], ['60397.26', '0.64466447', 1], ['60397.27', '0.003', 1], ['60398.74', '0.0035', 1]]"
1615755670,"[['60359', '0.01473', 1], ['60358.55', '0.02369653', 1], ['60357.35', '0.33147899', 1], ['60354.65', '0.1', 1], ['60354.63', '0.98', 1], ['60354.13', '0.015', 1], ['60352.81', '0.015', 1], ['60352.51', '0.02455347', 1], ['60351.77', '0.015', 1], ['60350.64', '0.98', 1], ['60349.19', '0.33147899', 1], ['60348.68', '0.98', 1], ['60346.99', '0.05', 1], ['60345.83', '0.1', 1], ['60344.51', '0.08437134', 1], ['60344.5', '0.3315017', 1], ['60343.24', '0.98', 1], ['60343', '0.008', 1], ['60340.11', '0.62247625', 1], ['60337.93', '0.35031037', 2], ['60337.31', '0.75793929', 1], ['60337.3', '0.98', 1], ['60336.79', '0.0412', 1], ['60335.79', '0.22510313', 1], ['60335.34', '0.43557341', 1], ['60333.67', '0.354', 1], ['60333.56', '0.09827802', 2], ['60333.34', '0.5', 1], ['60331.09', '0.49721849', 1], ['60330.28', '0.4336', 1], ['60327.72', '0.04', 1], ['60326.82', '0.0877212', 1], ['60326.16', '0.12970675', 1], ['60325.75', '0.5', 1], ['60323.7', '0.2594135', 1], ['60321.28', '0.0408', 1], ['60320.84', '0.4134', 1], ['60319.4', '0.98', 1], ['60318.22', '0.33156713', 1], ['60317.43', '0.98', 1], ['60317.15', '0.8287404', 1], ['60316.91', '1.1', 1], ['60310.5', '0.98', 1], ['60308.98', '0.0404', 1], ['60308.37', '0.9893', 1], ['60307.12', '0.049', 1], ['60305.62', '0.4451', 1], ['60305.04', '1.6574808', 1], ['60301.19', '2.376', 1], ['60298.47', '0.006517', 1]]","[['60365.5', '0.0942258', 1], ['60365.51', '0.0077', 1], ['60365.52', '0.0077', 1], ['60365.53', '0.37551892', 4], ['60366.04', '0.02369653', 1], ['60366.05', '0.04175717', 1], ['60367.32', '0.03030995', 1], ['60370.99', '1.78621625', 1], ['60371.01', '0.0021276', 1], ['60371.87', '0.00214533', 2], ['60372.14', '0.05', 1], ['60372.74', '0.11', 1], ['60374.11', '0.33147493', 1], ['60374.55', '0.00767767', 2], ['60375.73', '0.005', 1], ['60376.83', '0.00273082', 1], ['60377.34', '0.00467091', 1], ['60378.03', '0.049', 1], ['60378.38', '0.33148341', 1], ['60379.2', '0.0001', 1], ['60380.5', '0.08437123', 1], ['60380.51', '0.005', 1], ['60381.51', '0.005', 1], ['60383.05', '0.33149616', 1], ['60383.32', '0.00414186', 1], ['60386.16', '0.00212628', 1], ['60387.03', '0.005', 1], ['60387.33', '0.33120294', 1], ['60387.56', '0.02', 1], ['60389.17', '1.262', 2], ['60389.22', '0.1', 1], ['60389.28', '0.0001', 1], ['60389.99', '0.048', 1], ['60390.6', '0.41397171', 1], ['60391.28', '0.00786339', 3], ['60392.44', '0.63602166', 1], ['60392.45', '0.72485959', 1], ['60392.46', '0.49729774', 1], ['60392.76', '0.00105115', 1], ['60392.77', '0.00105119', 1], ['60393.02', '0.00214533', 1], ['60393.33', '0.00827', 1], ['60394.97', '0.005', 1], ['60395.97', '0.00864592', 1], ['60396.33', '0.01', 1], ['60396.48', '0.005', 1], ['60397.27', '0.003', 1], ['60398.74', '0.0035', 1], ['60398.96', '0.12971292', 1], ['60399.36', '0.0001', 1]]"
1615755680,"[['60370.98', '0.3287799', 2], ['60370.17', '0.015', 1], ['60370', '0.15', 1], ['60369.37', '0.34635114', 2], ['60368.61', '0.3313289', 1], ['60368.57', '0.015', 1], ['60365.53', '0.00421033', 1], ['60361.65', '0.08434932', 1], ['60361.64', '0.1', 1], ['60360.96', '0.05', 1], ['60359.56', '0.362', 1], ['60357.83', '0.02', 1], ['60357.24', '0.3996', 1], ['60355.44', '0.49703869', 1], ['60354.63', '0.0008', 1], ['60350.86', '0.76726839', 1], ['60350.64', '0.98', 1], ['60349.67', '0.0392', 1], ['60348.68', '0.98', 1], ['60348.2', '0.82841967', 1], ['60347.33', '0.61402538', 1], ['60346.38', '0.12966115', 1], ['60346.14', '0.04', 1], ['60344.07', '0.33142859', 1], ['60343.44', '0.25932097', 1], ['60343.24', '0.98', 1], ['60343', '0.008', 1], ['60341.7', '0.0877212', 1], ['60339.91', '0.2655', 1], ['60337.93', '0.33031037', 1], ['60337.45', '0.5', 1], ['60337.3', '0.98', 1], ['60336.79', '0.0412', 1], ['60336.72', '2.376', 1], ['60336.09', '1.65683933', 1], ['60335.79', '0.22510313', 1], ['60335.34', '0.43557341', 1], ['60334.27', '0.9857', 1], ['60333.56', '0.09827802', 2], ['60333.34', '0.5', 1], ['60330.59', '0.049', 1], ['60330.28', '0.4336', 1], ['60328.79', '0.4317', 1], ['60321.28', '0.0408', 1], ['60320.84', '0.4134', 1], ['60319.4', '0.98', 1], ['60319.01', '0.048', 1], ['60318.72', '0.03457316', 1], ['60316.91', '1.1', 1], ['60310.7', '0.02982106', 1]]","[['60370.99', '0.32774085', 10], ['60371', '1.0072', 2], ['60371.01', '0.0021276', 1], ['60371.87', '0.00214533', 2], ['60372.74', '0.11', 1], ['60374.55', '0.00767767', 2], ['60375.73', '0.005', 1], ['60376.83', '0.00273082', 1], ['60377.34', '0.00467091', 1], ['60379.2', '0.0001', 1], ['60380.51', '0.005', 1], ['60380.66', '0.01', 1], ['60381.51', '0.005', 1], ['60383.32', '0.00414186', 1], ['60386.16', '0.00212628', 1], ['60387.03', '0.005', 1], ['60388.86', '0.05', 1], ['60389.28', '0.0001', 1], ['60390.49', '0.049', 1], ['60390.6', '0.41397171', 1], ['60390.71', '0.03317583', 1], ['60391.28', '0.00786339', 3], ['60392.76', '0.00105115', 1], ['60392.77', '0.00105119', 1], ['60393.02', '0.00214533', 1], ['60393.28', '0.33133856', 1], ['60393.33', '0.00827', 1], ['60394.97', '0.005', 1], ['60396.33', '0.01', 1], ['60396.48', '0.005', 1], ['60397.26', '0.08434922', 1], ['60397.27', '0.003', 1], ['60398.74', '0.0035', 1], ['60399.36', '0.0001', 1], ['60399.8', '0.0001', 1], ['60400', '0.601', 4], ['60400.78', '0.33137073', 1], ['60404.92', '0.43', 1], ['60405.06', '0.33135913', 1], ['60406.7', '0.02', 1], ['60406.73', '0.00275725', 1], ['60408.73', '0.0106', 1], ['60409.04', '0.1', 1], ['60409.44', '0.0001', 1], ['60412.87', '0.0453', 1], ['60412.88', '1.303', 2], ['60412.93', '0.76939287', 1], ['60412.94', '0.64624188', 1], ['60413.16', '0.33105782', 1], ['60413.41', '0.01655262', 1]]"
